FinalProcessedData,Assignment group,TextToSequence,WordLength
account lock ad,GRP_0,"[15, 30, 154]",3
require gb additional memory e drive server hostname please check attachment,GRP_12,"[188, 310, 96, 1360, 356, 126, 67, 37, 5, 61, 254]",11
not able login skype,GRP_0,"[3, 43, 21, 55]",4
drive access receive hi team lose computer please see screenshot issue occur walfgtkek tagsyrhu arrange reinstate,GRP_12,"[126, 23, 2, 52, 74, 509, 97, 5, 77, 255, 9, 609, 6789, 6790, 868, 2703]",16
circuit outage usa secondary since pm et type outage network x circuit power please specify outage top cert site yes yesnona start pm schedule maintenance power company power provider network maint yesno maintticket backup yes active yes contact notify phoneemail email remote dialin equipment reset verify work vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[39, 36, 123, 559, 63, 70, 66, 81, 36, 20, 83, 39, 26, 5, 100, 36, 103, 104, 59, 53, 105, 31, 70, 95, 98, 26, 17, 26, 102, 20, 112, 113, 114, 80, 53, 88, 53, 49, 94, 108, 34, 87, 109, 106, 6, 82, 16, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",60
abended job job scheduler job receive,GRP_9,"[157, 1, 1, 13, 1, 2]",6
unable access email,GRP_0,"[11, 23, 34]",3
abended job job scheduler job receive,GRP_8,"[157, 1, 1, 13, 1, 2]",6
erp distributor tool company center customer not able place transaction transaction customer service ecc,GRP_0,"[7, 335, 10, 17, 353, 71, 3, 43, 640, 521, 521, 71, 176, 2717]",14
md display stock lock create delivery min hr close window still not process window lock not screenshot spin circle,GRP_0,"[1302, 325, 1434, 30, 236, 608, 965, 153, 429, 140, 221, 3, 277, 140, 30, 3, 255, 2945, 2040]",19
erp user would vaugtyghtl issue location usa no user affect system sid production issue clock contact no server name hostname transaction md,GRP_0,"[7, 12, 56, 6791, 9, 243, 123, 8, 12, 936, 38, 18, 139, 9, 1134, 49, 8, 67, 58, 37, 521, 1302]",22
mobile device activation activation namemikhghytr karaffa language browsermicrosoft internet explorer customer number telephone summaryrequesting email personal iphone,GRP_0,"[145, 92, 216, 216, 979, 1391, 78, 101, 72, 84, 71, 68, 99, 2850, 34, 322, 202]",17
outage erp sid,GRP_0,"[36, 7, 18]",3
german call,GRP_0,"[678, 60]",2
network problem multiple application run slow determine erp sid slow please use quick ticket within folder yes slow one transaction impact server server name locate status bar bottom right screen hostname coworker also notice response time yes four user usa sid access data file comment issue system,GRP_0,"[20, 51, 471, 143, 185, 201, 420, 7, 18, 201, 5, 41, 850, 19, 730, 138, 53, 201, 159, 521, 399, 67, 67, 58, 419, 298, 993, 1195, 309, 141, 37, 1373, 158, 599, 498, 76, 53, 6792, 12, 123, 18, 23, 468, 125, 639, 9, 38]",47
problem receive hi try submit discount form get error please advise vkzwafuh tcjnuswg cmp sr application eng,GRP_0,"[51, 2, 52, 48, 252, 451, 312, 33, 27, 5, 146, 764, 886, 807, 396, 143, 731]",17
circuit outageapacfengapac company vpn pm et site primary circuit type outage network x circuit power please specify outage top cert no yesnona start schedule maintenance power no company power provider network maint yesno maintticket backup yes active yes contact notify phoneemail remote dialin na equipment reset na verify work yes vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[39, 6793, 17, 40, 70, 66, 59, 345, 39, 81, 36, 20, 83, 39, 26, 5, 100, 36, 103, 104, 8, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 112, 113, 114, 80, 53, 88, 53, 49, 94, 108, 87, 109, 44, 106, 6, 44, 82, 16, 53, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",63
unable login sid use erp gui hi today see error show screenshot request help early since try uacyltoe hxgaycze something relate engineering tool,GRP_0,"[11, 21, 18, 41, 7, 818, 52, 218, 77, 27, 131, 255, 54, 29, 772, 63, 48, 191, 198, 573, 580, 73, 10]",23
password reset,GRP_0,"[4, 6]",2
power outage india india site hard pm et type x network circuit power please specify outage top cert no yesnona start pm schedule maintenance power no company provider network maint yesno maintticket backup circuit no yesnona active no contact notify phoneemail remote dialin na equipment reset na verified working vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[26, 36, 253, 253, 59, 237, 70, 66, 81, 83, 20, 39, 26, 5, 100, 36, 103, 104, 8, 105, 31, 70, 95, 98, 26, 8, 17, 102, 20, 112, 113, 114, 80, 39, 8, 105, 88, 8, 49, 94, 108, 87, 109, 44, 106, 6, 44, 517, 759, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",62
programdnty erp not load,GRP_0,"[535, 7, 3, 175]",4
blank call loud noise,GRP_0,"[212, 60, 670, 612]",4
license query hello please arrange mrs de gracia fernandez ghjkzalez k access payroll get approval,GRP_0,"[697, 194, 28, 5, 868, 1427, 1733, 6794, 6795, 6796, 750, 23, 860, 33, 459]",15
lhqsm kas hfyujqti jdcbiezx average sample disk free c warning threshold threshold total size gb,GRP_12,"[595, 2809, 2304, 2946, 454, 452, 238, 398, 242, 438, 455, 455, 334, 532, 310]",15
unable log window,GRP_0,"[11, 50, 140]",3
usa ar pbx rqxaudix company com since,GRP_8,"[123, 2800, 1471, 6797, 17, 170, 63]",7
plug not respond error erp,GRP_0,"[1306, 3, 235, 27, 7]",5
outlook go not respond,GRP_0,"[22, 144, 3, 235]",4
user want reset internet explorer,GRP_0,"[12, 171, 6, 72, 84]",5
account lock,GRP_0,"[15, 30]",2
erp sid production account lock,GRP_0,"[7, 18, 139, 15, 30]",5
hostname unable reach destination server offline,GRP_12,"[37, 11, 551, 563, 67, 696]",6
not join skype meeting,GRP_0,"[3, 342, 55, 240]",4
unable launch outlook skype,GRP_0,"[11, 230, 22, 55]",4
access q drive pollaurid w receive hello help put ticket quality assurance q employee uqjbkydr bsqofdlx username whalep aerp copy owner drive eozqgims rbmosifh manager permission reason,GRP_12,"[23, 1040, 126, 958, 625, 2, 28, 29, 631, 19, 732, 1691, 1040, 129, 6798, 6799, 299, 6800, 344, 456, 1053, 126, 6801, 6802, 57, 569, 552]",27
flash player incompatibility,GRP_0,"[632, 634, 6803]",3
wifi not work,GRP_0,"[227, 3, 16]",3
need help connect skype meeting come error,GRP_0,"[32, 29, 42, 55, 240, 245, 27]",7
not able use command field receive hello field default take mce pl help,GRP_0,"[3, 43, 41, 618, 545, 2, 28, 545, 652, 192, 6804, 338, 29]",13
microsoft net framdntyework miss receive dear please open ticket address shortly,GRP_0,"[163, 306, 680, 316, 2, 127, 5, 45, 19, 181, 414]",11
netweaver not start receive error message try business client microsoft net framdntyework instal upgrade knovel software last night receive message ext ldil,GRP_0,"[266, 3, 31, 2, 27, 46, 48, 124, 150, 163, 306, 680, 229, 363, 6805, 156, 241, 2789, 2, 46, 1560, 6806]",22
please send link password management tool password manager,GRP_0,"[5, 65, 142, 4, 86, 10, 4, 57]",8
skype funktionert nicht zlnxswvp ptmzsbhk send thursday august nwfodmhc exurcwkm subject sab wg lsst sich nicht starten bitte um untersttzung freundliche gruesse kind,GRP_0,"[55, 6807, 268, 6808, 6809, 65, 461, 251, 168, 166, 119, 1376, 913, 2173, 859, 268, 2179, 444, 856, 6810, 2840, 6811, 260]",23
headset connect plantronic beshryuwire c thecomputer speaker computer turn note issue already solve,GRP_0,"[1055, 42, 2696, 6812, 242, 6813, 708, 97, 576, 273, 9, 441, 474]",13
erp password reset sid,GRP_0,"[7, 4, 6, 18]",4
erp log problem receive hello team not password could help issue,GRP_0,"[7, 50, 51, 2, 28, 74, 3, 4, 117, 29, 9]",11
password reset alert user lafgturie sherwtgyu,GRP_0,"[4, 6, 210, 12, 6814, 6815]",6
connect hr tool etime window open nothing populate screen empty screen etime no access hr tool portal access single signon not work,GRP_0,"[42, 153, 10, 301, 140, 45, 481, 2400, 141, 1170, 141, 301, 8, 23, 153, 10, 167, 23, 667, 1341, 3, 16]",22
business card request receive hello team please arrange find detail let know protocol zqbmxdgy stuwbacm analyst apps dev maintenance ebus warm,GRP_0,"[124, 916, 54, 2, 28, 74, 5, 868, 169, 137, 173, 177, 1975, 2947, 2948, 785, 2949, 1180, 98, 2950, 528]",21
business card request receive hello team please arrange find detail let know protocol zqbmxdgy stuwbacm analyst apps dev maintenance ebus erp sd warm,GRP_0,"[124, 916, 54, 2, 28, 74, 5, 868, 169, 137, 173, 177, 1975, 2947, 2948, 785, 2949, 1180, 98, 2950, 7, 2272, 528]",23
hostname kisp iis app server production disk free e warning threshold,GRP_12,"[37, 6816, 6817, 228, 67, 139, 238, 398, 356, 438, 455]",11
change erp logon language german english,GRP_0,"[47, 7, 211, 78, 678, 620]",6
erp sid password reset user mertut,GRP_0,"[7, 18, 4, 6, 12, 6818]",6
account lock lock,GRP_0,"[15, 30, 30]",3
please reset erp sid password user peilerk thank receive dvzlettel mit freundlichen gren good,GRP_0,"[5, 6, 7, 18, 4, 12, 6819, 293, 2, 1218, 147, 295, 355, 69]",14
printing receive hello news issue drawing production paper solve,GRP_0,"[838, 2, 28, 1579, 9, 330, 139, 1604, 474]",9
restore folder stoebtrt receive hello path folder hostname department lean leanprojekte leanprojekte geplant fy mit freundlichen gren good,GRP_0,"[485, 138, 6820, 2, 28, 857, 138, 37, 423, 369, 2951, 2951, 2423, 784, 147, 295, 355, 69]",18
abended job job scheduler sid hotf receive,GRP_8,"[157, 1, 1, 13, 18, 943, 2]",7
barcode scanner defekt pifyudbo tagsfbny,GRP_24,"[827, 600, 795, 6821, 6822]",5
outlook issuesyesterday take hour load afterit slow today not open anymore please check,GRP_0,"[22, 6823, 192, 347, 175, 6824, 201, 218, 3, 45, 487, 5, 61]",13
read write access oe drive frth receive hello help team pls arrange dveuglzp mqetjxwp follow team eagcldaten team,GRP_0,"[366, 411, 23, 6825, 126, 689, 2, 28, 29, 74, 372, 868, 6826, 6827, 115, 74, 6828, 74]",18
network outage melbourne rowville site hard et type outage x network circuit power please specify outage top cert no yesnona start schedule maintenance power no company power provider network maint yesno maintticket backup circuit no active no contact notify phoneemail yes phone warehouse tool mail remote dialin na equipment reset no verified work no vendor ticket global telecom verizon telecom vendor telecom vendor gsc yes start additional diagnostic,GRP_8,"[20, 36, 6829, 6830, 59, 237, 66, 81, 36, 83, 20, 39, 26, 5, 100, 36, 103, 104, 8, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 112, 113, 114, 80, 39, 8, 88, 8, 49, 94, 108, 53, 107, 405, 10, 148, 87, 109, 44, 106, 6, 8, 517, 16, 8, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 53, 31, 96, 111]",68
abended job job scheduler job receive,GRP_9,"[157, 1, 1, 13, 1, 2]",6
circuit outage mpls ciruit matlxjgi elrndiuy since et site vpn type network x circuit power please specify outage top cert yes yesnona start schedule maintenance power no company power provider network maint yesno maintticket backup yes active yes contact notify phoneemail no remote dialin equipment reset verify work vendor ticket global telecom verizon telecom vendor telecom vendor gsc start additional diagnostic,GRP_8,"[39, 36, 888, 6831, 2353, 2354, 63, 66, 59, 40, 81, 20, 83, 39, 26, 5, 100, 36, 103, 104, 53, 105, 31, 95, 98, 26, 8, 17, 26, 102, 20, 112, 113, 114, 80, 53, 88, 53, 49, 94, 108, 8, 87, 109, 106, 6, 82, 16, 24, 19, 75, 25, 110, 25, 24, 25, 24, 90, 31, 96, 111]",61
not login skype change password application ok,GRP_0,"[3, 21, 55, 47, 4, 143, 550]",7
request reset microsoft online services password,GRP_0,"[54, 6, 163, 272, 259, 4]",6
outlook search issue receive hi team fail bring email function try rebuild indexing fail happen week need able use function,GRP_0,"[22, 424, 9, 2, 52, 74, 14, 786, 34, 368, 48, 6832, 1646, 14, 291, 267, 32, 43, 41, 368]",20
mobile device activation,GRP_0,"[145, 92, 216]",3
unable install engineering tool,GRP_0,"[11, 161, 73, 10]",4
password reset bsopzxhi irfhcgzq,GRP_0,"[4, 6, 6833, 6834]",4
password receive hi please reset send log well,GRP_0,"[4, 2, 52, 5, 6, 65, 50, 469]",8
unlock account email cell phone user michthey olivgtyera would olivgtyemc hello team could please olivgtyemc,GRP_0,"[64, 15, 34, 470, 107, 12, 2877, 6835, 56, 2952, 28, 74, 117, 5, 2952]",15
vpn link,GRP_0,"[40, 142]",2
unable login skype,GRP_0,"[11, 21, 55]",3
error access report engineering tool report engineering tool bill would need ticket gso please assign analytic technical team may account magda lock republish use account,GRP_9,"[27, 23, 85, 73, 10, 85, 73, 10, 1357, 56, 32, 19, 292, 5, 348, 1141, 603, 74, 283, 15, 6836, 30, 6837, 41, 15]",25
engineering tool permition sign include user would cad user list need access tool however try logon show te message permission please list let know information contact phone,GRP_0,"[73, 10, 6838, 209, 574, 12, 56, 1624, 12, 282, 32, 23, 10, 630, 48, 211, 131, 2166, 46, 569, 5, 282, 173, 177, 136, 49, 107]",27
error login sid system system verify user detail employee manager name user try password management tool pwd manager unlocked erp would caller confirm able login issue resolve,GRP_0,"[27, 21, 18, 38, 38, 82, 12, 137, 129, 57, 58, 12, 48, 4, 86, 10, 636, 57, 336, 7, 56, 160, 128, 43, 21, 9, 79]",27
report tool web link crm not open,GRP_0,"[85, 10, 397, 142, 91, 3, 45]",7
sharepiont discount request error infopath not submit form occur form submit submit follow location site may offline readonly otherwise unavailable access deny open file location must first add web trust site list browse site select option login automatically,GRP_0,"[6839, 451, 54, 27, 518, 3, 252, 312, 609, 312, 252, 252, 115, 243, 59, 283, 696, 6840, 1762, 925, 23, 679, 45, 125, 243, 427, 365, 134, 397, 872, 59, 282, 2554, 59, 305, 373, 21, 560]",38
erp access namenxloukai cpbzkrel language browsermicrosoft internet explorer customer number telephone summaryi need update ticket ticket no need resolve aerp,GRP_0,"[7, 23, 6841, 6842, 78, 101, 72, 84, 71, 68, 99, 220, 32, 35, 19, 19, 8, 32, 79, 344]",20
unable launch outlook,GRP_0,"[11, 230, 22]",3
company center page not load,GRP_0,"[17, 353, 219, 3, 175]",5
system login issue issue verify user detail employee manager name check name ad unlocked account advise check caller confirm able login issue resolve,GRP_0,"[38, 21, 9, 9, 82, 12, 137, 129, 57, 58, 61, 58, 154, 336, 15, 146, 61, 160, 128, 43, 21, 9, 79]",23
netweaver not work work nameiauqlrjk nijdaukz language browsermicrosoft internet explorer customer number telephone summaryi able open net weaver business client receive error microsoft net framdntyework instal contact administrator,GRP_0,"[266, 3, 16, 16, 6843, 6844, 78, 101, 72, 84, 71, 68, 99, 220, 43, 45, 306, 694, 124, 150, 2, 27, 163, 306, 680, 229, 49, 400]",28
engineering tool error,GRP_0,"[73, 10, 27]",3
password reset expire nameivxybewh ykhsqvnu language browsermicrosoft internet explorer customer number telephone summaryi need password log computer erp,GRP_0,"[4, 6, 289, 6845, 6846, 78, 101, 72, 84, 71, 68, 99, 220, 32, 4, 50, 97, 7]",18
unable launch outlook,GRP_0,"[11, 230, 22]",3
vitalyst transfer service unavailable crm online,GRP_0,"[1130, 607, 176, 925, 91, 272]",6
windows password reset,GRP_0,"[89, 4, 6]",3
call transfer amfgtyartya password,GRP_0,"[60, 607, 6847, 4]",4
password reset,GRP_0,"[4, 6]",2
tfrbwoua aegpkruc unable print pdf,GRP_0,"[6848, 6849, 11, 120, 523]",5
increase ramdnty gb gb hostname server,GRP_12,"[6850, 6851, 310, 310, 37, 67]",6
reset password request bobj receive hello please sid user name mcfgtydonn,GRP_0,"[6, 4, 54, 412, 2, 28, 5, 18, 12, 58, 6852]",11
decommission hostname old zmgsfner caltmgoe send july sadghryioshkurtyar hiremath cc mfyivqes cpihaxbs subject hostname old hi remove old hostname domain not need access recently let know power move storage,GRP_12,"[6853, 37, 226, 6854, 6855, 65, 1862, 2953, 2954, 206, 2002, 2003, 119, 37, 226, 52, 436, 226, 37, 1119, 3, 32, 23, 590, 173, 177, 26, 492, 1550]",29
password reset request,GRP_0,"[4, 6, 54]",3
low disk space lhqsid f drive vwaliogd dviwuzhm send friday august pm gdhyrt muggftyali sadghryioshkurtyar hiremath cc stefyty parkeyhrt wyjsbzda yfeuhtib subject drive hi nagfghtyudra sadghryiosh check access tomorrow dot net application deployment realize f run kb free space ok not request help clear temporary file space add cc need approval move drive require,GRP_12,"[1877, 238, 247, 1370, 404, 126, 6856, 6857, 65, 383, 251, 70, 2578, 2579, 2953, 2954, 206, 1326, 2618, 6858, 6859, 119, 126, 52, 6860, 6861, 61, 23, 428, 1944, 306, 143, 537, 2929, 404, 185, 1918, 398, 247, 550, 3, 54, 29, 698, 2033, 125, 247, 134, 206, 32, 459, 492, 126, 188]",54
unable launch outlook,GRP_0,"[11, 230, 22]",3
outlook not open,GRP_0,"[22, 3, 45]",3
account lock,GRP_0,"[15, 30]",2
password reset request kiosk user,GRP_0,"[4, 6, 54, 919, 12]",5
not use net weaver business client receive dear sir please support issue warm,GRP_0,"[3, 41, 306, 694, 124, 150, 2, 127, 332, 5, 180, 9, 528]",13
netframdntyework business client sid deployment across amerirtcas specific list pc th aug receive dear folk plan deploy dotnetframdntyework enclose engineering tool application instal pc region thursday th aug also please ensure user enclose familiar package installation step type package duration importance mode installation time reboot behavior refer detail note identify team prioritize list package detail deployment date thursday time morning per respective location time zone deployment tool patching antivirus sw package type prompt user prompt prior notification save work proceed click continue button duration minute restart require yes prompt restart netframdntyework sid package behavior go provide bill bankrd understand,GRP_0,"[2955, 124, 150, 18, 537, 1158, 2446, 2817, 282, 121, 604, 901, 2, 127, 1967, 524, 1593, 6862, 1332, 73, 10, 143, 229, 121, 1314, 461, 604, 901, 158, 5, 867, 12, 1332, 1557, 769, 256, 749, 81, 769, 1069, 288, 711, 256, 76, 375, 1196, 418, 137, 273, 932, 74, 6863, 282, 769, 137, 537, 442, 461, 76, 164, 303, 2921, 243, 76, 1956, 537, 10, 715, 540, 583, 769, 81, 302, 12, 302, 1179, 437, 314, 16, 1192, 172, 362, 635, 1069, 647, 233, 188, 53, 302, 233, 2955, 18, 769, 1196, 144, 162, 1357, 1324, 1044]",99
